text,user,time,favorites,retweets,sentimentA,sentimentB,friendCount,followerCount,description,location,type,time_bin,cluster
yes i love this,Apreshe8,6/12/17 19:43,0,0,Very Positive,joy,494,54,md faap neonatologist,,reply,7,3
use your platform for something beneficial,nvmtan,6/12/17 19:43,0,0,Positive,joy,139,7631,always concerned,,reply,7,3
what would girls do without you putting mens clothing in their isle causing more work for the employ,Lance_089,6/12/17 19:41,0,0,Very Positive,NA,103,368,proud american alwaystrump neverhillary,CA,reply,7,2
nice my next door neighbor is in charge of major jpl programs at she is awesome,presidentstuff,6/12/17 19:41,0,0,Very Positive,joy,209,603,trivia and unusual facts about every president of the united states,Los Angeles,reply,7,3
the backlash to this tweet was great always ppl thinking they doing you a favor but making your life,MrsJellySantos,6/12/17 19:41,9,1,Very Positive,joy,3093,8471,radio personality my tweets are my ownstop trynna get me in trouble boston msjellysantoscom,,reply,7,NA
i hope u realize how stupid you fucking are at some point in your life holy fuck,tha_hecker,6/12/17 19:40,0,0,Negative,surprise,86,9,im a hecker and i dont mess around i am white though like white hat not white skin color but i am also white skin color,"Heckington, England",reply,7,NA
but you didnt put hello kitty tank tops in the boys dept,TedCornwell,6/12/17 19:40,0,0,Neutral,NA,703,233,iconoclast existentialist philosopher omnivore postrepublicanchristian goddamn independent sailor attorney,"Somewhere on A1A, Florida, USA",reply,7,2
you moving clothing around in a store wont change the fact that most girls love sparkles and pink g,AllyGeighter,6/12/17 19:40,0,0,Very Positive,joy,1424,1854,didnt vote trump but enjoying the lefts angst the next years watching liberalhysteria hillary finally finished is a bonus russian dna,Same Place as Yesterday ,reply,7,2
i have two daughters as toddlers one loved pink dresses dolls the other denim jeans and trucks i,AllyGeighter,6/12/17 19:39,17,0,Positive,NA,1424,1854,didnt vote trump but enjoying the lefts angst the next years watching liberalhysteria hillary finally finished is a bonus russian dna,Same Place as Yesterday ,reply,7,2
you are ridiculous and need help haha wow i wish there were less people like you the,keithwhite83,6/12/17 19:39,0,0,Very Positive,joy,72,19,,"Maryland, USA",reply,7,2
ok seriously now youre making an innocent shopping trip to target about politics leave it alone yo,cheertea12,6/12/17 19:38,0,0,Negative,NA,479,746,,"Chicago, IL",reply,7,NA
congratulations you changed absolutely nothing,r060791,6/12/17 19:38,0,0,Negative,NA,175,523,,,reply,7,2
you are a damn fine american katie lol,charliefiver,6/12/17 19:38,0,0,Neutral,NA,254,141,i live in va with my cat and my dog humor beer politics running in that order,"Fredericksburg, VA",reply,7,3
fuckin baased,Kura2_Tampan,6/12/17 19:36,0,0,Neutral,NA,84,20,,,reply,7,2
you really need a hobby,gcems645,6/12/17 19:36,0,0,Positive,NA,149,75,dolphins fan uk fan dad nevertrump but not whining about it hewongetoverit,Kentucky,reply,7,2
youre a moron put your face on your avatar so america can block you from their businesses,TerriMarsh11,6/12/17 19:36,0,0,Negative,NA,6298,7024,swimming in the corruption of california fighting daily for our lives no dm,Corrupt CA **President Trump**,reply,7,NA
i took a dump in the mens room but am putting it in the ladies room cause gender,bsudah,6/12/17 19:36,0,0,Negative,NA,430,275,increasing the size of my carbon footprint profossil fuels firearms free marketsinequality,I'm here...,reply,7,2
thank you,somestarstuff,6/12/17 19:35,1,0,Positive,NA,993,474,chercher esprant crotre,chicago,reply,7,3
why did yu do that,bowelmovement_,6/12/17 19:35,0,0,Neutral,NA,1053,421,shift manger at kfc slayer of the the fastest drive thru contest years running i arn a gay men,birminham alabamba ,reply,7,2
lemme guess lesbian amiright,pabarge,6/12/17 19:35,0,0,Negative,NA,206,218,young mans rhythms got a hold of me too blocked by,"Texas, USA",reply,7,2
i am now dumber for reading this stupid fucking reply chain,cporter07999,6/12/17 19:35,0,0,Very Negative,surprise,47,37,cleveland born and raised father of two hard working american ass kicker u dont like what i say go fuck yourself living non pc in a pc world,,reply,7,2
awwww do you need some attention,100TeamTrump,6/12/17 19:34,0,0,Positive,NA,791,454,jesuschristmydearlordsaviordiedonthecrossforoursins impeachmaxinewaters blockedtrumphaters travelban istandwithseanhannity onenationundergodmaga,United States,reply,7,2
youre retarded,realDavidJClark,6/12/17 19:34,0,0,Negative,NA,113,91,,,reply,7,2
brilliant,cwheelyams,6/12/17 19:34,0,0,Positive,NA,339,291,,"New York, NY",reply,7,3
ive only seen girls wearing them,Sourdust,6/12/17 19:34,2,0,Neutral,NA,1055,908,when your carpet smells fresh your room does too,Grand Bristol,reply,7,3
ok now do something that matters,james0n2,6/12/17 19:33,0,0,Positive,NA,1093,255,the trick is to keep breathing,"Greenfield Center, New York",reply,7,2
high five,ClaireOfTarth,6/12/17 19:33,0,0,Neutral,anger,213,106,braimehannigram sherlockmetalocalypseam an animal trainer for tv movies citizen of,"California, USA",reply,7,NA
stupid pink tax now that tank top must cost more right,Theodoresmith9,6/12/17 19:33,0,0,Very Negative,surprise,247,14,just a weeb kid who doesnt know when to stop,,reply,7,2
you must have a lot of free time on your hands lol,Fatooosh34,6/12/17 19:32,0,0,Positive,NA,92,45,,,reply,7,2
savage,JaredRollins6,6/12/17 19:32,0,0,Negative,NA,1033,623,drake is overrated favorite rappers are travis scott kendrick lamar and joey badass,"Vermont, USA",reply,7,2
did i just identify as a woman and walk into the womens bathroom and leave the toilet seat up yes,braddock1960,6/12/17 19:32,0,0,Negative,joy,26,14,god family country freedom call me crazy but thats all i want hey america haters stop trying to destroy this great nation just get out off our backs,"Montana, USA",reply,7,2
did you just prove to the entire world you are a complete moron yes yes you did prove it,ddrag3dawson,6/12/17 19:31,0,0,Very Positive,NA,115,171,american biker patriot and father of two sons and grandfather music is my savior maga,,reply,7,2
i remember freshman year in high school too,amadora2700,6/12/17 19:31,3,0,Neutral,anger,1102,2829,there are kinds of people in this world those that understand math and those that dont i hunt moonbats,"Brooklyn, NY",reply,7,2
wow your activism is inspirational your courage and bravery are commendable its people like you t,ShrendanBanahan,6/12/17 19:30,0,0,Very Positive,joy,704,496,jays and leafs with a sprinkle of politics,,reply,7,2
my daughter has a nasa tank top from there cut for girls maybe they were just out of stock at that moment,angiemeeker,6/12/17 19:30,4,0,Neutral,surprise,1947,2649,business in front party in back at,"Columbus, OH",reply,7,3
yawn,MariaHMiaCuba,6/12/17 19:30,0,0,Negative,NA,73,33,nothing is impossible nothing is incredible the possibilities we deny are the opportunities we ignore,United States,reply,7,2
go girl,krnherbert,6/12/17 19:29,0,0,Neutral,NA,923,92,,,reply,7,3
i love unisex clothes bought a brilliant coat for myself from mens department,KennedySweet70,6/12/17 19:28,0,0,Very Positive,joy,524,399,wife mum of beautiful energetic autistic children outlander fan loves diana gabaldon books eclectic music taste a child heart,"Victoria, Australia",reply,7,3
are you a cunt yes you are,SignAria,6/12/17 19:28,0,0,Neutral,NA,45,84,space flights are merely an escape a fleeing away from oneself because it is easier to go to mars or to the moon than it is to penetrate ones own beingcj,,reply,7,2
yaaaassssss,MSME415,6/12/17 19:28,0,0,Neutral,NA,458,154,,,reply,7,3
what cunt even gives a flying fuck about this ffs,steve_smith335,6/12/17 19:28,0,0,Negative,NA,112,60,dont follow me,,reply,7,1
i hope you took some frilly colorful blouses over to the boys section too,mlowry,6/12/17 19:27,0,0,Very Positive,NA,498,304,technologist scientist philosopher artist lover of life knowledge and the natural world,"ZÌ_rich, Switzerland",reply,7,3
hope you put some of the girls clothes in the boys section too,benson_susannah,6/12/17 19:27,0,0,Positive,NA,169,32,social worker on fire also,lÌÁnqiÌ_,reply,7,3
yeah now do something useful and teach them how to solve boundary value problems after you do sever,Rafi_Rules,6/12/17 19:25,0,0,Very Positive,NA,46,64,not giving a shit what you think since caution the poodle bites progressives socialists and communists,,reply,7,2
why not just talk to the store manager or something retail workers on the floor rarely have this muc,kiddogeee15,6/12/17 19:25,0,0,Neutral,NA,279,298,luc alum respond with empathy and understanding,Illinois,reply,7,1
right in the girls section and everything,An_Swen,6/12/17 19:24,0,0,Positive,NA,121,104,circle city living,,reply,7,3
oh my goodness the boring sjw who hates mammals did a good let me guess youre studying feminism,MathewSHarrison,6/12/17 19:24,0,0,Neutral,joy,7338,7515,my oath wasnt temporary continuing to defend my country against all enemies both foreign and from hollywood new york,A well defended firebase,reply,7,NA
wow man youre really changing the world with this one,MrendanBcguigan,6/12/17 19:24,0,0,Positive,NA,416,484,success and nothing less ms rodgers,,reply,7,1
i get what youre trying to do pal but it just makes more work for underpaid employees management d,owlroyaltyy,6/12/17 19:24,0,0,Very Positive,fear,67,29,im dying squirtle,"Colorado, US",reply,7,3
o shit i own that tank top,DamionViscaino,6/12/17 19:23,0,0,Negative,surprise,248,246,tamu your local apache helicopter houstonaggieland,"Houston, TX",reply,7,1
i have been to which is where these were taken and they have the nasa shirts in both sections stop,Shouse34,6/12/17 19:23,20,0,Negative,NA,716,466,i love my country the flag that flies above it the freedom paid for with the blood of my brothers and sisters my guns and words and right to use them both,Kentucky,reply,7,2
thank god the patriarchy is solved and all it took was making someones minimum wage job even more tedious,callorie,6/12/17 19:23,0,0,Very Positive,sadness,133,120,writer actor acrobat menace,"New York, NY",reply,7,3
like paul said youre adept at virtue signaling you did nothing to help more girls become astronaut,ThatMichiganGir,6/12/17 19:22,0,0,Neutral,joy,151,77,no pc zonepolitically correct is tyranny with manners trumpus supporter of the first and second amendment nurse mom and all around common sense advocate,"Ann Arbor, Michigan",reply,7,NA
as someone who worked in retail for years i can honestly say you were not raised with proper manners,KenYeti96,6/12/17 19:22,0,0,Neutral,NA,120,22,very lazy,Everywhere,reply,7,2
but mommy this shirts boring no it isnt i dont want to go to mars i want t,steve_oranges,6/12/17 19:22,0,0,Positive,NA,123,68,more than anything i want to be comfortable but percent of my time is spent trying to get comfortable again,,reply,7,2
stupid comes in male and femaleobviously,Bordercat1407,6/12/17 19:21,0,0,Negative,surprise,72,41,,Tucson,reply,7,2
open up your own retail store and you could market the products anyway youd like stop messing up other businesses,dsm1849,6/12/17 19:21,0,0,Neutral,joy,62,26,,,reply,7,2
you sure its the girls section or the transgender section,OddHrs,6/12/17 19:21,0,0,Neutral,NA,183,70,veteran,,reply,7,2
ive never said cuck before buuuutttttt,tehcontrarian,6/12/17 19:20,1,0,Neutral,NA,197,47,i break into song randomly im the master of inappropriately timed dead baby and cock jokes i use words as diversions and assaults trust me im a bastard,In space. Duh.,reply,7,3
why do u and ur friend dress like men,pabarge,6/12/17 19:20,0,0,Very Positive,joy,206,218,young mans rhythms got a hold of me too blocked by,"Texas, USA",reply,7,2
thank you this drives me out of my mind every time i shop,MaureenMean,6/12/17 19:19,0,0,Positive,NA,1502,424,i used to have a sense of humor i swear,"Los Angeles, CA",reply,7,3
wow take that society,GlaLa666,6/12/17 19:19,0,0,Positive,NA,55,17,,The Not So UK,reply,7,2
messing up inventory is not nice if it aint your store,antonzilwicky54,6/12/17 19:19,0,0,Negative,NA,69,107,,,reply,7,2
you badass,ThomKovacs,6/12/17 19:19,0,0,Neutral,NA,289,88,,,reply,7,3
this is western women feminismstruggles why do you pretend like you live in third world countri,Sry4wrongthink,6/12/17 19:19,0,0,Neutral,joy,39,15,you should be listening to megadeth,,reply,7,2
how fucking sad,RealNealSeal,6/12/17 19:18,0,0,Very Negative,sadness,311,22,,,reply,7,NA
wow so edgy glad to see effort put into something so earthshattering,BrideOfPepe,6/12/17 19:18,0,0,Very Positive,joy,41,6,native kekistani red pilled fuck feminism,,reply,7,2
men shouldnt wear tank tops hard sarcastic eyeroll excuse me while i go buy one of these tanks,states_of_grace,6/12/17 19:18,0,0,Very Negative,NA,531,257,jack of all trades master of roughly half of them passionate about animals coffee books and best practices i also love corndogs,"Colorado, USA",reply,7,3
look out folks we have a world changer here now go make me a samich,braddock1960,6/12/17 19:17,0,0,Neutral,NA,26,14,god family country freedom call me crazy but thats all i want hey america haters stop trying to destroy this great nation just get out off our backs,"Montana, USA",reply,7,2
please drink bleach,SunlightLord,6/12/17 19:17,0,0,Positive,joy,388,127,non timebo mala,,reply,7,2
you did good,A1kazmi,6/12/17 19:17,0,0,Positive,joy,541,198,proud maths teacher exhmi currently team leader girls education challenge pwc i have to say all views my own and some yours,"London, England",reply,7,3
i worked in retail for years we had a name for people like you bet you leave the clothes you dont,cirk162,6/12/17 19:17,18,0,Positive,joy,1899,897,there is no darkness but ignorance william shakespeare,,reply,7,2
