"","text","user","time","favorites","retweets"
"814","some little girl is going to buy this nasa tshirt and then grow up to marry an astronaut","MelvoMars",2017-06-12 20:29:08,0,0
"815","the patriarchy was never the same","TheLocalGod",2017-06-12 20:28:42,1,1
"816","so brave so meaningful as a follow up you should go to saudi arabia protest female genital mutilation","matlockonboard",2017-06-12 20:27:49,3,1
"817","want a cookie","John_M_III",2017-06-12 20:27:46,2,0
"818","yes bravo","SqueezePls",2017-06-12 20:26:00,0,0
"819","what a massive cunt you are","SheshfuI",2017-06-12 20:25:58,7,0
"820","can we all please do this","sashikaufman",2017-06-12 20:25:40,2,0
"821","this made our day","RepresentPledge",2017-06-12 20:24:15,494,79
"823","shoulda removed them from the shop altogether only astronauts can wear nasa gear","cosgrove300",2017-06-12 20:22:53,2,0
"824","k likes and k retweets on this because people are done with the mindless division of clothes toys by gende","macgenie",2017-06-12 20:22:51,8,0
"825","inspired","pfaffalapogis",2017-06-12 20:22:47,5,0
"826","yes","AstroChux",2017-06-12 20:22:42,2,0
"827","nice","sourceweekly",2017-06-12 20:22:19,5,0
"828","mental illness","Cairolina_Tig",2017-06-12 20:21:54,1,0
"829","this is the dumbest form of activism ive ever seen","CashTampa",2017-06-12 20:21:02,10,2
"830","you go","jeanniecool",2017-06-12 20:20:27,0,0
"831","meus parabns isso no salvou nenhuma mulher","sanchezszsz",2017-06-12 20:20:09,0,0
"832","what a heromake people work harder for that pr hr smdh at this fool rearranging clothes what a girlie thing","Dirtmaid",2017-06-12 20:20:08,0,0
"833","i guess space ships need to be vacuumed too","AnthonyCumia",2017-06-12 20:20:02,613,143
"834","you can screech all you want natural male superiority will not go away","Ruin111x6",2017-06-12 20:19:55,1,0
"835","this is confronting sexism trust me about of people arent thinking about sexism when theyre buying fuckin","kevaresea",2017-06-12 20:19:17,0,0
"837","the answer for sexism boys and girls generally liking different stuff is harassing the employees at target w","LAbryanM",2017-06-12 20:16:26,0,0
"838","not all heroes wear capes","Nluva4eva04",2017-06-12 20:15:42,2,0
"839","stupid jerk id report her to store management so they could kick this moron out why make life harder on employee","JangoBear",2017-06-12 20:15:37,1,0
"840","you think itll be funny when a little girl picks up a small tries it on realizes its sizes too big for her","TeffD22",2017-06-12 20:15:26,0,0
"841","who run the world","lcdgti",2017-06-12 20:15:11,1,0
"842","great victory well done","harry786g",2017-06-12 20:15:10,0,0
"843","i buy boys astronomyscience shirts for my girls and then eventually my son wears them","cobaltjacket",2017-06-12 20:14:23,0,0
"844","thanks for making more work for a minimum wage worker who doesnt get paid nearly enough to clean after you just so","_zomberella",2017-06-12 20:13:46,2,0
"845","now you messed up inventory","Luey_RIF",2017-06-12 20:13:38,0,0
"846","im so brave follow me for my next tweet where i put black history books in the world history section were all hu","finncree",2017-06-12 20:13:23,4,0
"847","hero","nikitonium",2017-06-12 20:11:26,0,0
"848","one small act of stupidity one giant leap of","NerfHerder36",2017-06-12 20:11:01,3,0
"850","why didnt you become a scientist dummy","aerofile",2017-06-12 20:08:28,0,0
"851","awww isnt ur triggered self precious meanwhile the hr employee who has to fix what u did could give a flying","djdebutante",2017-06-12 20:08:15,1,1
"852","not all heroes wear capes","MindyPooWho",2017-06-12 20:04:17,0,0
"853","im honestly surprised that they didnt already have some stocked in the girls section","Maedhros36",2017-06-12 20:04:02,0,0
"854","why","colbykobe84",2017-06-12 20:02:53,0,0
"855","ill be doing the same thing with my girls crazy","b1ighty",2017-06-12 20:02:03,0,0
"856","do you know how many nasa shirts i see in the womens section its not looked at to be a boys thing at all","GiannnaJoy",2017-06-12 20:01:58,0,0
"857","im also doing this with dinosaur shark and panda shirts","flowerpower",2017-06-12 20:01:51,0,0
"858","a lifehack","magsmacaulay",2017-06-12 20:01:35,0,0
"860","if u wana buy a nasa shirt for your daughter just go get it from the boys section calm the fuck down","LordRooski",2017-06-12 19:59:38,0,1
"861","i know what im doing the next time im at the store","JDKesler",2017-06-12 19:59:08,0,0
"862","destroy the binary","martieek",2017-06-12 19:59:02,0,0
"863","yall do realize it takes more than an hour to recover a store once we close","dramaticaaaaaa",2017-06-12 19:58:37,0,0
"864","im sure the female astronauts from around the world who never owned a nasa tshirt are so proud of your brave","mare_frigoris1",2017-06-12 19:58:24,5,0
"865","well that really showed them if they sell the retailer orders more tank tops for the boys section if they dont","jamesablack",2017-06-12 19:58:20,1,0
"866","lol but this is target and they sell nasa shirts for girls too","WillowMcPherson",2017-06-12 19:57:04,1,0
"867","dear i need a love button","SioConnellan",2017-06-12 19:56:15,1,0
"868","kateythasnk","NoMayoNoRanch",2017-06-12 19:56:05,0,0
"869","camisa da nasa na sesso masculina e feminina tbm","daniambiental",2017-06-12 19:55:52,0,0
"870","try not to cut yourself on that edge","__CleaR_",2017-06-12 19:54:05,3,1
"871","did i just do something petty and post it on twitter dot com for my followers to pat me on the back cus im lonely","The_Killah29",2017-06-12 19:53:54,1,0
"872","are you a thundering arsehole who just messed up somebodies workload so you could get some rts yes yes you are","GingerPimpernel",2017-06-12 19:52:51,6,1
"873","i cant wait for the stores of tomorrow one vast expance of items hung carefully at random with no pre conceive","ZombiRubberDuck",2017-06-12 19:52:36,1,0
"874","no one cares and will even notice look how messy that store is","C_Truth_",2017-06-12 19:52:31,1,1
"875","hey lady mammals fucking rule this shit earth","BIGBUTTSKI",2017-06-12 19:52:00,2,0
"876","this is what yall mean by resistance","dangitchrissy",2017-06-12 19:51:51,4,0
"877","not all heroes wear capesbut maybe nasa shirts","NerdyITWoman",2017-06-12 19:50:37,0,0
"878","what a waste of time","AceCunnalingus",2017-06-12 19:50:33,0,0
"879","great move but crazy how this still somehow feels subversive","nerdelicious",2017-06-12 19:50:30,0,0
"880","lt","Eta849",2017-06-12 19:50:26,0,0
"881","well done fuc me ur really changing the game here","Danlong___",2017-06-12 19:50:23,0,0
"882","if i saw someone do this at work id smack them is your antisexism gonna come tidy it no didnt think so","_ANEES1",2017-06-12 19:49:10,3,0
"883","kinda just making the workers jobs harder lad but hey whatever fight the corporation","KekZodiac",2017-06-12 19:48:59,3,0
"884","okay","DrHousePls",2017-06-12 19:48:55,0,0
"885","i dont remember anything i wore before age so this is pointless","esoterictea",2017-06-12 19:48:40,2,0
"886","yeah thatll make it harder to find shirts good job you sure made a difference","Trappininjapan",2017-06-12 19:48:38,0,0
"887","love","bearingleft",2017-06-12 19:47:52,0,0
"888","year you walk to the walmart clothes section its just a huge pile of grey genderless unmarked shirts on the","NikolaiBV",2017-06-12 19:47:34,1,1
"890","i get your point but also you are literally just creating more work for someone who has to put them back","duckgirlie",2017-06-12 19:47:07,5,1
"891","for all","Mark2Cure",2017-06-12 19:45:04,0,0
"892","did i just make work harder for the people who work at this store yes yes i did","JoseLothario",2017-06-12 19:44:50,10,1
"893","love this","NRaimundo",2017-06-12 19:44:49,1,0
"894","awesome sauce","seahosse",2017-06-12 19:43:52,1,0
"895","the hero america deserves","flagdirt",2017-06-12 19:42:39,0,0
"896","if you moved the boy shirts to the girls section why didnt you move some girl shirts to the boys section as we","yutosgf",2017-06-12 19:42:38,0,0
"897","remind me to be extremely rude to this person if she comes into my store","Kayshire_Cat",2017-06-12 19:42:34,3,0
"898","looooooooooooooool congrats","Bash92_",2017-06-12 19:42:24,0,0
"899","look at me im an activist the tweet","yousuf604_",2017-06-12 19:42:13,4,4
"900","the female freedom fighters in iraq have nothing on this lady personally i hate it when customers do this its jus","marvelzombiek",2017-06-12 19:40:20,0,0
"901","seriously grow the fuck up youre welcome","writer_nw",2017-06-12 19:39:43,0,0
"902","you seem like a person who has lots of fun everyday","blazinbloke",2017-06-12 19:39:41,3,0
"903","i wish somebody would","yungluluu",2017-06-12 19:39:17,0,0
"904","ew virtue signalling is the bane of our existence","vforvelvetta",2017-06-12 19:39:17,1,0
"905","lol i dont see how this is helping it just creates more work for the workers who have to put it back","Sh4kirAhmed",2017-06-12 19:38:30,1,0
"906","when people do this take a picture of it tell social media ltltltltlt","RoyalsMLBChamps",2017-06-12 19:38:10,2,0
"907","the fact that seven whole people i follow liked this tweetenough","ghostcommie",2017-06-12 19:37:33,8,0
"908","damn third wave feminism really showing retail whats for","cvmblast",2017-06-12 19:37:23,0,0
"909","she really thought she did something","misscherrybby",2017-06-12 19:37:12,0,0
"910","right on katie","AdornMeJewelry",2017-06-12 19:36:48,1,0
"911","not all heroes wear capes","lindsiecanton",2017-06-12 19:35:17,6,0
"912","fml the minimum wage employee responsible for stocking","RealBenDundee",2017-06-12 19:34:51,0,0
"913","this is why men think women are stupid","heathcliffio",2017-06-12 19:33:00,0,0
"914","you renegade","jrbaltmd57",2017-06-12 19:32:51,2,1
"915","you destroyed sexism good work queen proud of you you saved society you deserve compliments from the world you get","coltonoholley",2017-06-12 19:32:08,0,3
"916","i bet the minimum wage retail assistant who got crap from their supervisor due to this dump was just thrilled","MPH125",2017-06-12 19:32:00,0,0
"917","im sure the person cleaning up your mess at the end of their shift for hour will be thankful for your politi","Antagonite",2017-06-12 19:31:27,0,0
"919","ended sexism wow what a hero","sonyuhshigay",2017-06-12 19:27:50,0,0
"920","oh get over yourself","cmahar3",2017-06-12 19:26:50,0,0
"921","damned straight lt","keyofnight",2017-06-12 19:26:38,2,0
"922","true heroes dont wear capes","thelauragao",2017-06-12 19:26:19,0,0
"923","im pretty sure feminism is walking into the guys section and buying the shirt anyway","NicoleMParedes",2017-06-12 19:26:12,1,0
"924","of children who wear nasa tshirts do not go on to work at nasa","actdrewary",2017-06-12 19:25:27,0,0
"925","this is the stupidest virtue signal ive ever seen it has k retweets i want to die","WeirdNPissdOff",2017-06-12 19:25:23,4,0
"927","get the fuck outta here with this shit and put the shirts back where you got them from katie","dxnissx_r",2017-06-12 19:24:38,1,0
"928","i adore you","VeniceRiley",2017-06-12 19:23:51,0,0
"929","why","ChrissaSJE",2017-06-12 19:23:46,0,0
"930","just think my daughters can grow up to be astronauts land on mars and transmit virtue signals million miles","Heminator",2017-06-12 19:23:33,172,66
"931","such an inspirations","hailtheprince",2017-06-12 19:22:56,0,0
"932","hero","poopoofromage",2017-06-12 19:21:22,0,0
"933","this all day","Spatial_Punk",2017-06-12 19:21:15,6,0
"934","all blue states comin up","NeilDwyer93",2017-06-12 19:20:29,0,0
"935","hero","lostingrid71",2017-06-12 19:19:56,0,0
"936","and the little girl couldnt just ya know walk over to the boys section this mad disrespectful idgaf what youre","tac0_bella",2017-06-12 19:19:27,0,0
"937","qu estupidez nwbona","rxizalexandra_",2017-06-12 19:19:16,0,0
"938","i hope you then carried some of the princess tanks over to the boys section","SQURRELY1",2017-06-12 19:19:14,0,0
"939","they already have ones for girls that they can actually wear idiot","Asherahresearch",2017-06-12 19:19:07,7,1
"940","oh wow youre so cool congratulations on making someones already tough and low paying job even tougher","MarkIHarrison",2017-06-12 19:18:42,1,0
"941","such bravery such wow you deserve a medal maybe next time you can donate to and help women who are act","JakeWilliam_35",2017-06-12 19:18:29,7,0
"942","this is almost as stupid as saying that girls need lego nasa astronauts to gain inspiration","ElliottRHams",2017-06-12 19:16:33,337,83
"943","thank you","hutchcodes",2017-06-12 19:16:12,0,0
"944","esse tipo de retardo s me d tristeza hoje em dia","rafeletronics",2017-06-12 19:14:37,4,4
"945","yeah the fight against sexism is important but why make innocent peoples job harder by mixing merchandise think","kyndrasassman",2017-06-12 19:08:58,0,0
"946","girls deserve equal opportunity to get bullied for being a nerd","EJT___",2017-06-12 19:06:28,6,1
"947","did you just make the jobs of minimum wage retail workers harder for some twitter clout yes yes you did","RoberrtMitchell",2017-06-12 19:05:59,0,0
"948","great idea","livesforharmony",2017-06-12 19:04:56,0,0
"949","how awesome is this i am going to do this the next time i go to a store","Carix17",2017-06-12 19:04:32,0,0
"950","i really hate people like this who make retail employees lives so much harder","ROSEGOLDKTM",2017-06-12 19:04:28,1,0
"951","white feminists gotta find something better to do to make a difference fr","g8thtrbl",2017-06-12 19:03:59,1,0
"952","shut ur ol stupid dumb ass up lmfaoooo","COCAINEJESUS666",2017-06-12 19:02:41,9,2
"953","omg this is such a great idea","irock_ujock",2017-06-12 19:01:16,1,0
"954","you are a hero","bluediamond421",2017-06-12 18:55:01,0,0
"955","clearly doesnt work at nasa creating more work for who she assumes are female target employees she","Elle_Sandes",2017-06-12 18:54:58,0,0
